,playlistURI,participant,rating,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
10,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Just Because,7iPyN8KKPycEdDIDvtvUdJ,https://p.scdn.co/mp3-preview/c3eb9553de8630557ec063bec8147ae501ddc0cf?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-07-03,[unknown],0.168,0.032,-30.525,0.0427,0.958,0.823,0.128,0.0742,71.611,7,1,171000,66.0
11,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Views from Tower Two,0DRhJqWO1LLv13Qsw01dna,https://p.scdn.co/mp3-preview/5e3327cdadc5a1771e48c4f731edb522a9447c79?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-18,"['compositional ambient', 'focus']",0.135,0.0015,-32.248,0.0487,0.974,0.95,0.103,0.034,70.412,10,0,393000,45.0
12,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Sineway,5BuUke8soY1IIEeJK4eNkk,https://p.scdn.co/mp3-preview/0ae980f5fcfe840651c83d677dd2aff0f176ff69?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-19,[unknown],0.123,0.00485,-36.102,0.0481,0.974,0.832,0.116,0.0394,77.05,1,1,141138,52.0
13,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Slow Down the Night,70EFtngIf7REQH2ZfkiVLB,https://p.scdn.co/mp3-preview/89530e03c2179b57a0f094105f9ab7a3d548df62?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-22,[unknown],0.175,0.0171,-32.054,0.04,0.975,0.915,0.0998,0.0318,80.512,0,1,220800,51.0
14,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,The Nimrod Expedition,6FLcSrGp3mGIEQghonDxG3,https://p.scdn.co/mp3-preview/e2cc762a64b5cb67237082cade09c31a9df4e965?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-22,[unknown],0.172,0.0355,-30.442,0.0407,0.986,0.895,0.106,0.0386,138.015,0,1,216000,45.0
15,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Moment To Moment,4vOHJJO8fJudz8JVVG9av6,https://p.scdn.co/mp3-preview/d067847192073328c8c1a4187bcca730c6538948?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-03-04,[unknown],0.113,0.0413,-29.786,0.0432,0.946,0.886,0.103,0.152,78.745,5,1,155202,52.0
16,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,cloudwalking,3VUxDjLowkVbLLAtTOu9AY,https://p.scdn.co/mp3-preview/8b6592757e613d4320475c78d0135d41dc210799?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-08-18,[unknown],0.162,0.0323,-40.145,0.0545,0.926,0.809,0.11,0.0343,130.908,6,1,156739,63.0
17,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Eternal Glow,6utIEcZZHk4AbF3fBVIlNM,https://p.scdn.co/mp3-preview/b55f3a337a63795ccd01ca8ab39d031e56ef8977?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-10-29,[unknown],0.0791,0.00782,-38.003,0.0594,0.973,0.94,0.107,0.0345,83.457,3,1,167500,63.0
18,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Norrbotten,5ardBAnHzOgVgwbC7lUeoj,https://p.scdn.co/mp3-preview/39bdc49ef3ecc411779312d1f12ad1c4b3ad734d?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-05,[unknown],0.161,0.0276,-31.676,0.043,0.797,0.833,0.106,0.083,69.962,1,1,156000,63.0
19,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Define,6D0lPIqjmSHGQHfXT0mm1L,https://p.scdn.co/mp3-preview/edab8f90fd50716c42b5ecfd52af80a8c030153a?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-21,[unknown],0.142,0.159,-24.167,0.0378,0.541,0.783,0.104,0.0576,139.901,0,1,208421,61.0
20,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Querencia,4VdLOyYe6ZEyLx0LbYdyvy,https://p.scdn.co/mp3-preview/defdb278de741fbef3321d18c3fcd3bf19c1d7a8?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-11-05,[unknown],0.17,0.00316,-38.615,0.0422,0.991,0.931,0.111,0.0946,70.964,5,0,194649,69.0
21,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Mahola,7KpA2ZOdXXU7ymU05JmAv0,https://p.scdn.co/mp3-preview/caaa91e479d009367f1eca6e725717c2c3af79d1?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-04,[unknown],0.0851,0.199,-25.653,0.0447,0.827,0.766,0.108,0.054,77.681,0,1,232000,44.0
22,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Gravitational Waves,1i309cGCtJxtZ7h4XEHxYC,https://p.scdn.co/mp3-preview/50af11fc665cbba86364aa04c92e0500c0e3fbfc?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-12,[unknown],0.134,0.107,-27.483,0.0444,0.861,0.575,0.105,0.0357,144.29,7,1,200776,44.0
23,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Neogothic,10DehqwY6X7wIv3qqSRVDV,https://p.scdn.co/mp3-preview/9b2688598216933cb23b70dfab6524ac41668a47?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-04,[unknown],0.171,0.00773,-27.732,0.0404,0.89,0.828,0.11,0.0292,136.192,8,1,213291,44.0
24,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Cartography Of Water,7fSBdUicxjuzxZDmAgxpdr,https://p.scdn.co/mp3-preview/254713c2c50930b7613730b7607b9747e4efe3a7?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-12,[unknown],0.175,0.0822,-25.286,0.0414,0.898,0.793,0.0704,0.0304,77.682,0,1,167295,44.0
25,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Acending,0gny3oCHB6fKmZ6PoDedRA,https://p.scdn.co/mp3-preview/07bed26bfe3fe4d9b889da178795cddb6f864a57?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-16,[unknown],0.205,0.0406,-30.85,0.0462,0.97,0.979,0.143,0.0592,87.113,5,1,174748,47.0
26,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Contemplation,3eeat8qxx96em1htcteZ8S,https://p.scdn.co/mp3-preview/83d6b2907f3345ffb67ac112575f2e0360ad66fe?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-03-01,['background music'],0.137,0.125,-23.093,0.0433,0.73,0.958,0.0927,0.0328,78.996,0,1,200000,44.0
27,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Schlafmittel,6AYzbLak1YhYu5litfcTdV,https://p.scdn.co/mp3-preview/501608a9731d758df04b58404942904a9ba662e0?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-10-16,[unknown],0.152,0.012,-34.256,0.0458,0.938,0.805,0.101,0.0939,68.978,0,1,168000,69.0
28,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,La amabilidad,75skmcKUZLzncei8MyjeNs,https://p.scdn.co/mp3-preview/52c64f814f0a34362e72b12f369e7d23dd36943a?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-27,[unknown],0.154,0.0121,-33.914,0.041,0.936,0.675,0.134,0.0379,135.653,11,1,143406,63.0
29,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Tones Of Sleep,5zPyzOoJXDOYmw3sTwkbMH,https://p.scdn.co/mp3-preview/0b0375426f507e0ecbd2897d2dc8d41f11e8ea47?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-27,[unknown],0.218,0.0185,-33.584,0.0787,0.9,0.769,0.109,0.489,143.386,0,0,132261,61.0
30,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Universo,48mOMNLnlbok3W6anP7sTS,https://p.scdn.co/mp3-preview/c767ce200a853fb3fe3a91fe448904905d12f3ee?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-06-08,[unknown],0.0697,0.0936,-22.559,0.0459,0.971,0.84,0.09,0.0262,76.302,3,1,176953,64.0
31,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,The Journey,77Fs2NajDBQaOOZkYDsFLE,https://p.scdn.co/mp3-preview/2d8351f57b42cb238c329303a378bcb123b82f3c?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-04-10,[unknown],0.165,0.0375,-30.391,0.0446,0.93,0.939,0.0855,0.0654,75.222,9,1,157000,66.0
32,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Mirrors,4AxLkuDH6lAh4zfAqnMk1n,https://p.scdn.co/mp3-preview/d550498b7d253e5082bbe8a247baed55eb837c8d?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-16,[unknown],0.181,0.00879,-33.139,0.0458,0.979,0.937,0.0957,0.0478,69.255,5,1,138361,48.0
33,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Perspective,3DlKVRc8O2XjaFV5vQ5j0S,https://p.scdn.co/mp3-preview/f0fc31c4daf22d1758e47fbe4c21cef64069f6d1?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-11,[unknown],0.129,0.0376,-34.587,0.0399,0.938,0.892,0.112,0.0516,68.571,6,1,176636,46.0
34,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Bylgjur,1QcZEkKC9yLrt4EWIWVHWS,https://p.scdn.co/mp3-preview/891017fd0d44f3891e0d28b6f37d8af2b793291f?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-04,[unknown],0.106,0.0202,-32.719,0.043,0.799,0.769,0.109,0.0342,92.214,8,1,141062,46.0
35,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,I´ll See A Light,7EqeAfbTta51OCd9gz6buQ,https://p.scdn.co/mp3-preview/aa88896d1ea16b04bfdc878d1549347f3cb7c477?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-11,[unknown],0.147,0.104,-27.913,0.0423,0.934,0.811,0.102,0.0405,70.876,4,1,148500,46.0
36,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,From Above,3bmicq5CCRnFGlvZY8mQYP,https://p.scdn.co/mp3-preview/abdcf335d96c1257d380138ddc113fc6caa865a8?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-04,[unknown],0.148,0.0299,-27.491,0.043,0.771,0.994,0.112,0.0308,67.556,0,1,139272,48.0
37,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Long Distances,4hLRBySljQhnEhNBNNdspx,https://p.scdn.co/mp3-preview/046782693cf6a372f567ffb861296c6d2ffab8b7?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-19,[unknown],0.0977,0.0338,-34.726,0.0463,0.866,0.842,0.0863,0.0373,60.525,0,1,172375,46.0
38,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Beautiful Imagination,5LEHlRPjGcZ5RdagAwXpHS,https://p.scdn.co/mp3-preview/c22c4f898cd9b420446a978a48fc5c3772fab744?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-03-04,[unknown],0.102,0.0333,-34.177,0.0476,0.797,0.927,0.111,0.0591,89.605,3,1,143053,55.0
39,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,always,5Nusgvqw46McIdfuqrvM4c,https://p.scdn.co/mp3-preview/cef392818732a423711b45cb8e2c234754ac240f?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-03-20,[unknown],0.196,0.0409,-27.052,0.0422,0.989,0.997,0.0867,0.0342,67.264,7,1,176500,65.0
40,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Stellaristique Vision,0MufjWQZiuRDaL2pLgQ2f7,https://p.scdn.co/mp3-preview/8ef68bf48b44052885d3b8f7a04ac5a93eefb2a2?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-06-29,[unknown],0.22,0.162,-22.44,0.0332,0.802,0.913,0.105,0.039,63.806,1,0,206769,63.0
41,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Deep Soul,3982hLjimRRPGIfInxlzyh,https://p.scdn.co/mp3-preview/d421995bce2570531635712054d0fc4031795380?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-12-11,[unknown],0.162,0.172,-22.401,0.0585,0.934,0.845,0.1,0.115,89.49,2,1,163909,64.0
42,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Light Being,6VoHNgFuX8ElVxU2gjU8Yr,https://p.scdn.co/mp3-preview/15564ef072d85369e848045ab0507403c41cc313?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-12-09,[unknown],0.184,0.331,-21.832,0.0479,0.0175,0.865,0.107,0.199,64.713,7,1,176000,63.0
43,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Panalipa Bisignatus,6LjyIMfDZkn2uY2sLM6Hdk,https://p.scdn.co/mp3-preview/bcb4b503b69a687b645448d407c0c130c621d5b1?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-18,[unknown],0.14,0.0155,-31.517,0.0451,0.991,0.722,0.101,0.032,142.751,6,1,236000,63.0
44,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Bio-logical,7bj6z4jBc4z0RSUv4lUoru,https://p.scdn.co/mp3-preview/bfb171ee9946b69242ef8bbd776df631dd42ec35?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-19,[unknown],0.0763,0.0261,-31.0,0.048,0.985,0.976,0.0891,0.0854,178.17,1,1,179252,63.0
45,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Lighthouses - Ambient Version,4VTYAMP7kQ7YjmGpGtuJBo,https://p.scdn.co/mp3-preview/56a873393f0e51356c518679b84449aa437bb844?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-22,[unknown],0.208,0.0581,-27.906,0.0502,0.842,0.624,0.109,0.0394,68.942,2,1,183996,62.0
46,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Aurora,0CwVkwUUCZPYZdj7SafQYL,https://p.scdn.co/mp3-preview/5f520bf70fc06d84a8c57f76bed2446c2c40a524?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-18,[unknown],0.165,0.164,-20.668,0.0433,0.793,0.808,0.107,0.0326,130.222,0,1,185769,67.0
47,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Becalming,0SHIkGcjuVoAuAbezjBfiT,https://p.scdn.co/mp3-preview/f4250e569052ad67ad4c2ff94ab8ae3ead175d4b?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-05,[unknown],0.158,0.0186,-33.662,0.0456,0.992,0.921,0.101,0.0531,135.36,11,0,190346,54.0
48,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Uitblinken,5b0EbWEsagMNqlSPRk8FXb,https://p.scdn.co/mp3-preview/6836f527b98f0c36e554a392ab0225394bc59b5e?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-11,[unknown],0.199,0.0334,-29.758,0.0441,0.965,0.942,0.0819,0.0355,64.8,0,1,179790,43.0
49,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Ladybugs,0bPOqdsUdPCOayNdh0ERNW,https://p.scdn.co/mp3-preview/dc04251e2bfc75e693ecaae873b5c3ed6478084d?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-27,[unknown],0.148,0.00215,-32.153,0.0372,0.98,0.816,0.095,0.0727,64.37,2,1,189500,51.0
50,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Fear To Overcome,7GfmMlse4JgozDkVl3NUdO,https://p.scdn.co/mp3-preview/9680bf9c95568d1ba736cea7d4e2e370672e79ad?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-15,[unknown],0.16,0.0341,-32.302,0.0423,0.96,0.961,0.105,0.0376,132.379,6,1,186479,44.0
51,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Grou,5R99Ttzs9tltiXxs735dum,https://p.scdn.co/mp3-preview/360516cb78c6c50119668405f9b4b1383427667e?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-02-15,[unknown],0.108,0.00332,-36.116,0.0412,0.983,0.748,0.13,0.0398,76.92,7,1,230769,43.0
52,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Sedate Dawn,17dxXweuShPwv4eXAqJMXz,https://p.scdn.co/mp3-preview/c3412161d85833aa623a99372edd6b01389009f2?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-03-04,[unknown],0.0999,0.0273,-31.428,0.0405,0.91,0.66,0.11,0.117,68.322,11,1,165802,52.0
53,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Cynefin,1C9e2HhO9qpMYl1FYg5yBZ,https://p.scdn.co/mp3-preview/f987e3f4fc90c5d5df9b68538f7d38bdc359c896?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-03-05,['background music'],0.168,0.00254,-34.587,0.0483,0.992,0.93,0.105,0.0363,59.071,0,1,203625,43.0
